Price,Date,Close,High,Low,Open,Volume
Ticker,,SPGI,SPGI,SPGI,SPGI,SPGI
147,2010-08-04,23.994298934936523,24.111343997933005,23.79922333383948,23.955284410040605,1128000
148,2010-08-05,24.025508880615234,24.189371651609,23.807023697648336,23.82263010106923,1236200
149,2010-08-06,23.861642837524414,23.95527976274137,23.604143153563335,23.752400998361665,2348800
150,2010-08-09,24.283002853393555,24.415654274550285,23.96307761199704,23.99429041147307,1830100
151,2010-08-10,24.259605407714844,24.306423142076117,23.807030006732017,24.072332981960805,1243900
152,2010-08-11,23.440290451049805,23.947486835439584,23.40907763315058,23.924077222015168,1875900
153,2010-08-12,22.901872634887695,23.15937233246897,22.65217613884628,23.15156913092911,1651000
154,2010-08-13,22.652177810668945,22.847253398637235,22.63657140643741,22.784829270019728,1189300
155,2010-08-16,22.36345672607422,22.597546746715462,22.301032621349346,22.511714532911302,1938500
156,2010-08-17,22.667787551879883,22.808242243244997,22.496121533716376,22.5585456756221,2598600
157,2010-08-18,22.816036224365234,23.050127778119347,22.49611244037879,22.5975510718564,1124200
158,2010-08-19,22.449302673339844,22.72240883859463,22.262030257015983,22.675589618282014,1621800
159,2010-08-20,21.988922119140625,22.379073323558853,21.653391845211555,22.277633176957224,2587700
160,2010-08-23,21.832860946655273,22.10596708621649,21.65339175060114,22.10596708621649,1785600
161,2010-08-24,21.978435516357422,22.14368618897274,21.30956053000271,21.451204821338337,3627100
162,2010-08-25,21.93122100830078,22.15155523599731,21.65580172276576,21.891874538416143,2944100
163,2010-08-26,21.923362731933594,22.16730496415434,21.899754838138637,21.986315614471692,1893400
164,2010-08-27,22.308948516845703,22.34042420651684,21.734503296883172,22.072874090194418,1771600
165,2010-08-30,21.75023651123047,22.48993384798559,21.75023651123047,22.301075240904133,1661900
166,2010-08-31,21.75810432434082,22.057131557522812,21.608590707749826,21.77384291575349,2839600
167,2010-09-01,22.426977157592773,22.51353790059894,21.765971394980035,22.127951455893932,1701100
168,2010-09-02,23.095855712890625,23.095855712890625,22.419111257983637,22.53714769755899,1370500
169,2010-09-03,23.355531692504883,23.489306696844054,23.119457360833987,23.245364571607137,1258500
170,2010-09-07,22.844036102294922,23.284706020127153,22.78108325689032,23.2296224680124,1024500
171,2010-09-08,22.914857864379883,23.229622086229703,22.86764210541676,22.86764210541676,1171900
172,2010-09-09,23.119455337524414,23.27683821153158,22.969943258223363,23.135193925107995,909400
173,2010-09-10,23.796205520629883,23.92998054657671,23.1588075739019,23.18241396024183,1929300
174,2010-09-13,23.96146011352539,24.19753300589994,23.741124313304926,24.048019373574807,1326300
175,2010-09-14,23.96932601928711,24.103101047995843,23.804075307837063,23.98506461111513,951600
176,2010-09-15,23.835546493530273,23.96145219464216,23.68603291061703,23.906367137105654,1477800
177,2010-09-16,23.94571876525879,23.969325151231182,23.457832942662126,23.65456083064366,1176100
178,2010-09-17,24.040149688720703,24.315569059318733,23.867029670503424,24.016543300413467,2430700
179,2010-09-20,24.669679641723633,24.724763215099046,24.126710202467073,24.150318091448593,1109700
180,2010-09-21,25.031652450561523,25.228381811196332,24.61459034853963,24.677543203613563,1774000
181,2010-09-22,25.196903228759766,25.267725374384717,24.850661794694943,25.141819671254666,2189900
182,2010-09-23,25.244115829467773,25.62970068368108,24.81918300897165,25.0237786252318,1645600
183,2010-09-24,26.109729766845703,26.141206954465932,25.488068819580366,25.558890990810973,1611100
184,2010-09-27,25.842174530029297,26.212023906347888,25.7162688064486,26.172675928742667,862200
185,2010-09-28,25.975950241088867,26.086120385123824,25.582494446452486,25.999559630011102,1610900
186,2010-09-29,26.054645538330078,26.227767064085285,25.810701843114085,25.88939481019816,1857300
187,2010-09-30,26.01529312133789,26.597605902204297,25.826433056136228,26.133328035488645,2224600
188,2010-10-01,25.960216522216797,26.243502193238445,25.89726214965885,26.188418618165095,1366100
189,2010-10-04,25.944469451904297,26.109720123129854,25.732003016687695,25.9759436260696,1265400
190,2010-10-05,26.471696853637695,26.573996167794476,26.15693412044313,26.21201767379789,1439700
191,2010-10-06,26.463830947875977,26.479569535932097,26.14119739729735,26.400876595651496,1274400
192,2010-10-07,26.589736938476562,26.723510435659318,26.47956982271929,26.613343319902047,1440600
193,2010-10-08,27.014678955078125,27.132713903969478,26.471707983956644,26.503185171059584,1563100
194,2010-10-11,27.18779182434082,27.219269004895253,26.833681047676347,26.983196154395323,1309700
195,2010-10-12,27.329439163208008,27.384522734367145,27.006805531348988,27.13271126568837,1629100
196,2010-10-13,27.809446334838867,27.848791300707983,27.329429946481593,27.49468060422897,1875800
197,2010-10-14,27.83304786682129,27.872392825838414,27.628452278835468,27.785835116731924,2239100
198,2010-10-15,27.96683120727539,28.195036228254025,27.840925506361092,28.084866113353907,1867100
199,2010-10-18,27.951101303100586,27.998317081297902,27.652074044843506,27.90388552490327,979000
200,2010-10-19,27.534032821655273,27.903879160102925,27.353040547430894,27.604854971882087,1719700
201,2010-10-20,28.3524227142334,28.494067036019143,27.596988332595682,27.63633331046297,1544900
202,2010-10-21,28.5885009765625,28.793096679684734,28.289473716464183,28.557023790903806,1833000
203,2010-10-22,28.643579483032227,28.72226943142778,28.423242224232272,28.588495918789516,1008800
204,2010-10-25,28.76948356628418,28.966211427920022,28.612100676609717,28.76161277079454,1543700
205,2010-10-26,29.36753273010254,29.84754915658623,28.328809939146787,28.46258343409275,2526100
206,2010-10-27,29.391136169433594,29.430484136318235,28.76947851715705,29.060634860767212,1401300
207,2010-10-28,29.532794952392578,29.926250799887622,29.461972779770274,29.548533546511965,1412600
208,2010-10-29,29.62722396850586,30.579386317097466,29.501318228211346,29.564269597443786,3178100
209,2010-11-01,29.58000946044922,30.524304054123267,29.33606576485258,29.83968874765747,2163300
210,2010-11-02,29.894777297973633,30.241017371038303,29.745262151330966,29.85542931085927,2004300
211,2010-11-03,29.76885986328125,30.060016242338033,29.399010542703188,29.894765567886516,1522300
212,2010-11-04,30.563663482666016,30.595140684426397,30.091517463585003,30.107253062634015,1733300
213,2010-11-05,30.933494567871094,31.043661706204944,30.461345829802525,30.563645173325124,1573000
214,2010-11-08,30.406267166137695,30.823329400495414,30.11511068187834,30.823329400495414,1214500
215,2010-11-09,29.8790283203125,30.516424665177787,29.7452518146379,30.437734721954318,1855000
216,2010-11-10,29.59575080871582,29.981335877516237,29.454106456388715,29.90264590481453,2608500
217,2010-11-11,29.257369995117188,29.595742182402773,29.076380709192435,29.39901430615902,2632900
218,2010-11-12,28.800966262817383,29.391150022316342,28.77735987302297,29.044909964069024,2035600
219,2010-11-15,28.71438980102539,29.115713175340687,28.6907804247754,28.91898538361541,2439600
220,2010-11-16,28.021921157836914,28.59636623694924,27.770109698550122,28.48619909873994,2950900
221,2010-11-17,27.80158233642578,28.13995149053957,27.715021598603855,28.00617798796306,2168200
222,2010-11-18,27.683551788330078,28.01405323688438,27.628468213571026,28.01405323688438,3138600
223,2010-11-19,27.644207000732422,27.65994559389262,27.408134106988882,27.628468407572225,3075900
224,2010-11-22,27.549758911132812,27.628451829715807,27.282208991606435,27.541891120188467,1991200
225,2010-11-23,27.046710968017578,27.47451556514248,27.03086601751866,27.419059749453915,2808900
226,2010-11-24,27.458667755126953,27.63295917034923,26.96748642927278,27.070474063617777,2711400
227,2010-11-26,27.181394577026367,27.52205349557492,27.02294807642682,27.0625589460478,1288500
228,2010-11-29,27.244754791259766,27.395280235218106,26.777339560979144,26.97539681072324,2884700
229,2010-11-30,27.323993682861328,27.44282628110181,26.848654223553304,26.943720906568764,5223400
230,2010-12-01,27.751785278320312,27.989456433483017,27.545807035575482,27.696329481346154,2797000
231,2010-12-02,28.242979049682617,28.322200780081484,27.720107771550342,27.720107771550342,2524500
232,2010-12-03,28.274658203125,28.33011400367515,27.94192339982411,28.124135747648094,3719400
233,2010-12-06,28.3538818359375,28.425182579899936,28.10036875120758,28.258812162578014,2717400
234,2010-12-07,28.44894790649414,28.65492615033997,28.385571147662457,28.58362842994719,5008400
235,2010-12-08,28.5123348236084,28.797534842903275,28.385578252105656,28.520255787151985,2829700
236,2010-12-09,28.55984878540039,29.462989170222848,28.488548069645297,29.272855942951363,2152100
237,2010-12-10,28.5044002532959,28.678691607684996,28.393488672180624,28.53609013993281,1961600
238,2010-12-13,28.647001266479492,28.95597010100189,28.488554857923067,28.5994664372784,2081000
239,2010-12-14,28.686620712280273,28.948057818084653,28.607398995311254,28.670775764463514,2782900
240,2010-12-15,28.837142944335938,28.940130560326004,28.60739576014682,28.615316722102037,2080500
241,2010-12-16,28.963899612426758,29.011431428587183,28.74999737336149,28.837143065808206,1383600
242,2010-12-17,28.75791358947754,29.00350568019639,28.654922967935573,28.94012590628935,2856500
243,2010-12-20,28.710390090942383,28.95597923062928,28.66285524675387,28.95597923062928,1902700
244,2010-12-21,28.567785263061523,28.85298522872929,28.49648451611596,28.85298522872929,2249400
245,2010-12-22,28.750003814697266,28.797535641507025,28.48064571501981,28.631168203442606,1859900
246,2010-12-23,28.726234436035156,28.750003371188498,28.575711949934384,28.670778624202498,899100
247,2010-12-27,28.702465057373047,28.773765809993833,28.520252694478756,28.61531935726823,685600
248,2010-12-28,28.74207305908203,28.749997043094048,28.50440491466678,28.726228113172425,865700
249,2010-12-29,29.043121337890625,29.09857713818678,28.75791835230215,28.78960824450408,1535500
250,2010-12-30,28.813379287719727,28.971825754853267,28.7183126162856,28.955980805928412,1229300
251,2010-12-31,28.845064163208008,28.979744694561848,28.686617723662383,28.78960836268421,706500
252,2011-01-03,28.97182846069336,29.114429992220394,28.860916829975725,29.035208262312164,1365800
253,2011-01-04,29.185705184936523,29.264926845429287,28.892581414578135,28.932192244824517,1244000
254,2011-01-05,29.708606719970703,29.708606719970707,29.035212843164338,29.074823714367813,1473000
255,2011-01-06,29.985877990722656,30.152248441609537,29.645219147743035,29.67690904525625,2591400
256,2011-01-07,29.898738861083984,30.223552793931614,29.47093426012896,29.977960592172547,1494600
257,2011-01-10,29.867048263549805,29.93042504252017,29.502623473653266,29.819513412735592,1387100
258,2011-01-11,29.668987274169922,30.025491056200003,29.494695864707463,30.025491056200003,1842000
259,2011-01-12,29.7799015045166,30.017569706028382,29.668989878618778,29.882892166613928,1478300
260,2011-01-13,29.57391357421875,29.787812770460754,29.43923305653635,29.787812770460754,1197300
261,2011-01-14,29.708606719970703,29.787828462377657,29.415482646526073,29.470938470634092,935600
262,2011-01-18,30.0809383392334,30.11262520478877,29.629368017343594,29.771969489741853,956400
263,2011-01-19,29.716516494750977,30.16016594266184,29.589759941364246,30.025488426863586,1004100
264,2011-01-20,29.803659439086914,29.8828841664578,29.558070339523013,29.613526137625463,1117600
265,2011-01-21,29.819515228271484,30.033417536785823,29.74029349420637,29.98588268307749,1065800
266,2011-01-24,30.52459144592285,30.643427039973762,29.843273820542308,29.92249855728115,1465400
267,2011-01-25,30.429529190063477,30.50875091615871,29.977958702667355,30.50875091615871,1056800
268,2011-01-26,30.849397659301758,31.21382531367746,30.532507857292646,30.556273761361993,1821700
269,2011-01-27,30.889013290405273,31.007845839642606,30.50081970982277,31.007845839642606,952000
270,2011-01-28,30.318607330322266,31.253437888836856,30.08886017123845,31.102912429106166,1572500
271,2011-01-31,30.88109588623047,30.89694083392728,30.136401477168924,30.461215349666645,2099800
272,2011-02-01,29.249094009399414,31.126678965392735,28.916359271140678,30.976153517225697,5177300
273,2011-02-02,29.114421844482422,29.304558174013472,28.678696407695366,28.860908753183974,2602900
274,2011-02-03,29.280792236328125,29.35209298942449,28.876756650191886,29.090658909480982,2426800
275,2011-02-04,28.9797420501709,29.352087673695063,28.83714056980362,29.352087673695063,2340900
276,2011-02-07,29.169872283935547,29.45507521476474,28.97181502887237,29.082726608169526,1445700
277,2011-02-08,29.415470123291016,29.51053677812918,29.106501228481132,29.15403304484298,1786400
278,2011-02-09,29.47093391418457,29.573924581083006,29.13819599886473,29.21742075113864,1366200
279,2011-02-10,29.502613067626953,29.708591304273003,29.296631808866714,29.344166642914658,1152400
280,2011-02-11,29.668987274169922,29.970035248119203,29.225337787408613,29.35209435189543,1246000
281,2011-02-14,30.04926109313965,30.073027007832884,29.415478183692517,29.63730144647019,1428700
282,2011-02-15,29.906644821166992,30.017556397892715,29.62936587935269,29.85910999309291,1226400
283,2011-02-16,30.16016960144043,30.255236272484513,29.827434741728645,29.954191310492416,1007100
284,2011-02-17,30.286924362182617,30.389915012565943,29.906654678592044,30.04133220268848,1415300
285,2011-02-18,30.778085708618164,30.801854626139427,30.183914146504975,30.342360500824395,1643900
286,2011-02-22,30.33159637451172,30.682433925233987,30.14022850213376,30.53093651413124,1402400
287,2011-02-23,29.980741500854492,30.459159433061732,29.749509360726407,30.36347706329536,1618000
288,2011-02-24,30.028583526611328,30.219951303498412,29.765456255290168,29.908978285845947,1463900
289,2011-02-25,30.35550308227539,30.37942291533845,30.00466568336999,30.18008286197878,713500
290,2011-02-28,30.841886520385742,30.88175391395763,30.307653713123518,30.387391541954454,1170300
291,2011-03-01,30.01263999938965,30.84189540807443,30.01263999938965,30.817975573375765,1270500
292,2011-03-02,30.37145233154297,30.45916244654296,29.757484568231035,29.908981922156837,1174100
293,2011-03-03,31.06515121459961,31.073126519573176,30.554841197046144,30.57876102859158,1312300
294,2011-03-04,30.403345108032227,31.033257350834823,30.16413765770448,30.977442380481275,1541300
295,2011-03-07,29.93291473388672,30.72229994753189,29.924939425318748,30.355514837319205,1583400
296,2011-03-08,30.20400619506836,30.443213654392313,29.90100845769115,30.044533541623096,1235500
297,2011-03-09,30.403345108032227,30.483079910912224,30.108319645663173,30.235897155283823,950200
298,2011-03-10,29.956817626953125,30.29968270085036,29.7415300427604,30.164132948777507,1529800
299,2011-03-11,29.93291473388672,30.05251698720529,29.70965171931852,29.901019582992834,1491500
300,2011-03-14,29.558147430419922,29.765462821253266,29.199334670660907,29.7096447993456,3523900
301,2011-03-15,29.518287658691406,29.645865223868526,28.91229194283327,28.91229194283327,1884600
302,2011-03-16,29.103660583496094,29.542208285320534,29.087713007214766,29.350843453322927,3269000
303,2011-03-17,29.693708419799805,29.90102082584914,29.41463040041173,29.50234054817115,1780300
304,2011-03-18,30.25982666015625,30.299694070332162,29.97277644018822,30.092381712404375,2047600
305,2011-03-21,31.017314910888672,31.089077454984963,30.4113194181449,30.443214558118353,1879200
306,2011-03-22,30.738235473632812,31.09704817631244,30.658500669343034,30.937575526045073,1251300
307,2011-03-23,30.810007095336914,30.873797390921006,30.507009274689885,30.722296959753137,1115500
308,2011-03-24,30.738235473632812,30.95352309524059,30.49105575532181,30.905680387654037,889300
