Price,Date,Close,High,Low,Open,Volume
Ticker,,SPGI,SPGI,SPGI,SPGI,SPGI
0,2010-01-04,25.836027145385742,26.074322450157762,25.65922636262069,26.074322450157762,1572200
1,2010-01-05,25.859086990356445,25.859086990356445,25.61310303983672,25.74378366300282,1443400
2,2010-01-06,25.628480911254883,25.828341798773646,25.520863284717056,25.67460400792555,1328300
3,2010-01-07,26.19731330871582,26.22805909878591,25.566976228346125,25.64384803442027,2010700
4,2010-01-08,26.097383499145508,26.181941026361194,25.836025202460572,26.08969485174783,1075400
5,2010-01-11,25.951335906982422,26.25881737847195,25.797598103598293,26.25881737847195,765000
6,2010-01-12,25.559289932250977,25.86677128483088,25.49010677453847,25.705341961928703,2621400
7,2010-01-13,25.659225463867188,25.920583771052364,25.436301598135145,25.61310237470748,2024900
8,2010-01-14,25.628480911254883,25.74378718675135,25.520863284717056,25.68997544112204,1706000
9,2010-01-15,25.54392433166504,25.905214604996857,25.397872251898804,25.620796162352928,1696900
10,2010-01-19,25.713035583496094,25.82833891375281,25.205693306230383,25.47473734252278,1912700
11,2010-01-20,25.88983917236328,25.943647985447974,25.405556922240677,25.443991369821116,1668300
12,2010-01-21,25.628480911254883,26.25112952068711,25.55929773242908,25.966708156425252,1454900
13,2010-01-22,25.566978454589844,25.77452795052304,25.382491968666887,25.53623266184257,2397200
14,2010-01-25,25.67460060119629,25.789903929032914,25.497796886932118,25.789903929032914,1825100
15,2010-01-26,26.3126220703125,26.61241484520897,25.12113668674646,25.674602075700047,2805500
16,2010-01-27,27.45029640197754,27.96532730403373,26.91220542138568,26.91220542138568,3966600
17,2010-01-28,27.33500099182129,28.18825640066158,27.158200163015064,27.41186989743764,3892300
18,2010-01-29,27.25043487548828,27.780837195280796,27.11206854295808,27.41186128598689,2731500
19,2010-02-01,27.24275779724121,27.657856971114008,27.14282879536751,27.396498557826813,1801400
20,2010-02-02,27.32731056213379,27.504111379425744,26.873777010868128,27.26581602811774,2077300
21,2010-02-03,27.32731056213379,27.542548762091442,27.096700927942564,27.19663284462431,1267700
22,2010-02-04,26.42024040222168,27.135132238138773,26.404866037406656,27.135132238138773,1633000
23,2010-02-05,26.304929733276367,26.59703378626951,25.75146448363136,26.435607399242862,2269100
24,2010-02-08,25.866771697998047,26.189624484240287,25.736091094738416,26.189624484240287,1965400
25,2010-02-09,26.143503189086914,26.389490051320806,25.836024742924106,26.17425191341112,2203000
26,2010-02-10,25.80527687072754,26.235750228402022,25.620790383409794,26.005140653074918,2310500
27,2010-02-11,26.189638137817383,26.289570070954,25.559303665468402,25.78222761924967,1641000
28,2010-02-12,26.266494750976562,26.42023543787876,25.72071809821548,26.08969398736493,2102000
29,2010-02-16,26.520166397094727,26.58934955716414,26.19731360501053,26.389488723830056,1283300
30,2010-02-17,26.71234893798828,26.896838393553978,26.497113683461983,26.650851475346244,932400
31,2010-02-18,26.91220474243164,26.958327830699307,26.512483040217994,26.712343891324817,1102800
32,2010-02-19,27.1581974029541,27.258126383627513,26.589357589177087,26.866090313049124,1805400
33,2010-02-22,26.929899215698242,27.556716911834112,26.75191459995478,27.324563193559797,1531200
34,2010-02-23,26.54297637939453,26.999546655263774,26.496547405167192,26.829299211110726,1262900
35,2010-02-24,26.775135040283203,26.813829795262542,26.426905861431887,26.682274122722543,1716200
36,2010-02-25,26.442380905151367,26.450121037145628,25.98581348533433,26.22570444123882,2232100
37,2010-02-26,26.465604782104492,26.65132666717406,26.334049074183753,26.41917283483903,1158900
38,2010-03-01,26.558454513549805,26.69774734455053,26.334037957826983,26.442376170384236,1378800
39,2010-03-02,26.558454513549805,26.597146310606696,26.419161682549078,26.597146310606696,1214600
40,2010-03-03,26.535255432128906,26.59716175296387,26.34179338252516,26.589424569858227,1500200
41,2010-03-04,26.690011978149414,26.720963646699566,26.187009726272034,26.48107271746166,1419200
42,2010-03-05,27.301347732543945,27.347779660359357,26.82156295309761,26.82156295309761,1392000
43,2010-03-08,27.44838523864746,27.487077042234862,27.162059397710827,27.347784187723903,1347000
44,2010-03-09,27.316831588745117,27.49481626003548,27.16206141092875,27.401955334143903,1425000
45,2010-03-10,27.115633010864258,27.54124879507448,26.80609264853191,27.394218746564235,2084700
46,2010-03-11,27.162059783935547,27.162059783935547,26.481075765527084,26.527504749693996,1503800
47,2010-03-12,27.123363494873047,27.332302745061753,26.914424244684337,27.332302745061753,1398800
48,2010-03-15,27.309080123901367,27.309080123901364,26.705477041339115,27.115618240822428,1762000
49,2010-03-16,27.340045928955078,27.518030580030093,27.216227439168694,27.32456861773178,1549700
50,2010-03-17,27.688270568847656,27.703747877538394,27.24717760314343,27.347778633635826,1463600
51,2010-03-18,27.935909271240234,28.214495000144957,27.595417242576463,27.688278168212836,1853400
52,2010-03-19,27.6805362701416,28.22996750184423,27.556720739729812,27.6805362701416,2020400
53,2010-03-22,27.804346084594727,27.889469797752362,27.471591361520968,27.556715074678603,1098200
54,2010-03-23,27.88947296142578,27.88947296142578,27.548978070170826,27.773394620862533,976700
55,2010-03-24,27.757932662963867,28.121642242675936,27.556733440312453,27.804364615266408,1019200
56,2010-03-25,27.634105682373047,28.059721404350604,27.618628371319925,27.959123310498164,1181600
57,2010-03-26,27.5644588470459,27.935905450788795,27.425166001642914,27.742443493506336,1164700
58,2010-03-29,27.572202682495117,27.866262771631845,27.502556250437348,27.603154356302,1158400
59,2010-03-30,27.734718322753906,27.920443181038653,27.541256281705678,27.618639917326377,1129500
60,2010-03-31,27.587671279907227,27.850779612115964,27.502547561840476,27.603145635924214,1356700
61,2010-04-01,27.548982620239258,27.93590655002911,27.332306164195444,27.742444585134184,1180000
62,2010-04-05,27.55672264099121,27.804353718899968,27.47933608414766,27.548982509309205,1159300
63,2010-04-06,27.479328155517578,27.533500205675416,27.332298167930453,27.40194457299687,1332700
64,2010-04-07,27.386484146118164,27.51029972566335,27.11563848836191,27.332315014566912,1604000
65,2010-04-08,27.386484146118164,27.533517176325507,27.185284936355842,27.2471912501303,1223200
66,2010-04-09,27.71150016784668,27.71150016784668,27.316836003038972,27.440651574901057,1482000
67,2010-04-12,27.881738662719727,27.89721597483171,27.641847704972637,27.72697144559081,1594200
68,2010-04-13,28.12162208557129,28.137099391911597,27.74243546021962,27.82755916909414,1872300
69,2010-04-14,28.493078231811523,28.55498747814022,27.951384134416806,28.13710892140755,2186200
70,2010-04-15,28.284151077270508,28.585951402499376,28.237722074617828,28.516304946523746,1648100
71,2010-04-16,26.898956298828125,28.361531559277612,26.79835818008508,28.160329417799577,5088200
72,2010-04-19,26.759666442871094,27.18528227133402,26.26440122124582,26.829309932041483,3511900
73,2010-04-20,26.875734329223633,27.03824166230907,26.51976504189501,26.991812682567602,2121100
74,2010-04-21,26.643587112426758,26.96086467716044,26.434647796334446,26.898955419653443,2969600
75,2010-04-22,25.7149715423584,26.457864996405167,25.707234360377072,26.365004052648363,4533100
76,2010-04-23,25.730440139770508,25.916164916348986,25.459594582255207,25.76139476119945,3148600
77,2010-04-26,26.217958450317383,26.37272856624023,25.69174182737636,25.753648102548844,2238200
78,2010-04-27,26.039976119995117,26.589407275018026,25.8155595799453,26.12509688677758,3978100
79,2010-04-28,25.707233428955078,26.256664841603794,25.575677724069628,26.03998833002313,3475700
80,2010-04-29,26.403696060180664,26.426913510287264,25.931648251961178,25.962602884105845,2747500
81,2010-04-30,26.09415626525879,27.015034349383015,25.96260056638622,26.512031953922627,3479600
82,2010-05-03,26.148317337036133,26.287610174354075,25.93937808105922,26.23344106561877,1755400
83,2010-05-04,25.281606674194336,25.892947155921107,25.111362162418693,25.861992534872755,2963600
84,2010-05-05,24.693479537963867,25.196481714575842,24.484540308540186,24.979802355176478,3179500
85,2010-05-06,23.517236709594727,24.732177650651444,22.302295768538006,24.561931647623613,4930500
86,2010-05-07,23.432111740112305,23.849988781468316,22.93684814813801,23.517233993797355,4710800
87,2010-05-10,22.557666778564453,24.1208399454627,21.102833325132934,24.1208399454627,15645500
88,2010-05-11,23.261873245239258,23.61010547723309,22.000501504013567,22.232655341344056,5191100
89,2010-05-12,23.184486389160156,23.292826117594114,22.882686128232542,23.285087460134687,3324700
90,2010-05-13,22.61957550048828,23.230916096932866,22.248128834191697,23.029715450356086,5602700
91,2010-05-14,22.426109313964844,22.6195712676243,22.139786449107486,22.48027842482988,3626600
92,2010-05-17,22.751121520996094,22.905891647559617,22.271336785444344,22.51896780714813,4081300
93,2010-05-18,22.40290069580078,22.967809394305423,22.18622271955335,22.936854765128093,3479800
94,2010-05-19,22.650522232055664,22.751121782279156,22.132044220909965,22.340983451371066,4070500
95,2010-05-20,21.721908569335938,22.402895493109995,21.365939272452202,22.232648024167673,6096800
96,2010-05-21,21.985017776489258,21.985017776489258,21.334985450333484,21.412370532208726,4081000
97,2010-05-24,22.06694984436035,22.25422222000861,21.731419613208185,21.895282383784707,3440000
98,2010-05-25,21.84066390991211,21.92649764982706,21.08377112073526,21.466119116606578,3825200
99,2010-05-26,21.84066390991211,22.503921244916928,21.754830169997156,21.94990576921571,3358000
100,2010-05-27,22.238609313964844,22.43368483426278,21.973306487295,22.223002915147063,3102600
101,2010-05-28,21.692407608032227,22.121574850364485,21.614378553343467,22.05915071362819,3871200
102,2010-06-01,21.083770751953125,21.70020886078093,21.075967549523824,21.45831553870739,3271800
103,2010-06-02,21.879680633544922,21.94210476779048,21.029150874256228,21.107179925831606,3299000
104,2010-06-03,21.856266021728516,21.910886940650908,21.551948622984664,21.84065961966257,2586200
105,2010-06-04,21.333465576171875,21.79384406464743,21.22422372748566,21.22422372748566,3377000
106,2010-06-07,21.41930389404297,21.762635917230575,21.325666940613424,21.411500690564765,4237000
107,2010-06-08,22.0123291015625,22.23081430053923,21.06036074775915,21.53634566881515,5652200
108,2010-06-09,21.786041259765625,22.3322534897654,21.700207526629168,22.035737768916864,4523500
109,2010-06-10,22.51952362060547,22.54293173580568,22.06694837093056,22.06694837093056,2192600
110,2010-06-11,22.52733039855957,22.558541719884925,22.144980922086074,22.3244516008644,1551500
111,2010-06-14,22.37907600402832,22.753620847937093,22.363469596788224,22.73021123707695,1704800
112,2010-06-15,23.658763885498047,23.68997668975895,22.644371559953488,22.65997796208394,4151200
113,2010-06-16,24.009902954101562,24.025509357832448,23.323236073028394,23.44808432625832,5299500
114,2010-06-17,23.409072875976562,24.072330238457653,23.260814997702255,24.025512509432158,4104500
115,2010-06-18,23.487096786499023,23.70558045248249,23.346642150762023,23.51050490024962,2610800
116,2010-06-21,23.385662078857422,23.814829286092113,23.268617018087486,23.814829286092113,1697400
117,2010-06-22,23.190580368041992,23.643155575138973,23.096944939433406,23.47148963048436,2159000
118,2010-06-23,23.76020050048828,23.994290544624754,23.120351502452728,23.221791613004548,4153300
119,2010-06-24,23.60413932800293,23.76020034863532,23.440276595816297,23.627548927590247,5484000
120,2010-06-25,23.20618438720703,23.60413863872129,22.886260643730335,23.565124128856585,5691000
121,2010-06-28,23.29201889038086,23.611942644784037,23.06573055817421,23.206185179777204,2299500
122,2010-06-29,22.933082580566406,23.229598268105327,22.76141662188648,22.933082580566406,3736100
123,2010-06-30,21.95770263671875,22.90186903845365,21.903081722825743,22.90186903845365,4754700
124,2010-07-01,21.949907302856445,22.301044001307258,21.583165686492453,22.00452972463343,2802600
125,2010-07-02,21.692407608032227,22.19960539336206,21.583165740820913,21.973316967499972,1402200
126,2010-07-06,21.6143741607666,21.87967706005694,21.380282579347092,21.848464253877598,3258800
127,2010-07-07,21.629974365234375,21.926490006132475,21.395884323100667,21.59095985431482,4245700
128,2010-07-08,23.050134658813477,23.057936373456663,21.76263444960512,21.801650464364975,3384600
129,2010-07-09,23.011117935180664,23.08914847398781,22.769224604356378,23.08914847398781,1487300
130,2010-07-12,23.237407684326172,23.315436739308847,22.769225912886,22.909680593148934,1723000
131,2010-07-13,23.93187141418457,24.11134058459307,23.40906881772308,23.471492941704668,2054200
132,2010-07-14,23.721187591552734,23.916263149852195,23.604142554234738,23.77580850974724,1413300
133,2010-07-15,23.853849411010742,23.908470352974188,23.448091715983633,23.75241073140849,1464900
134,2010-07-16,22.886268615722656,23.799222454663404,22.816041282857316,23.7758128476054,1976500
135,2010-07-19,23.135957717895508,23.245201027489024,22.800427565881222,22.91747407532486,1307200
136,2010-07-20,23.237407684326172,23.245210887486206,22.636574435783096,22.878467780508803,1522200
137,2010-07-21,22.800430297851562,23.393460162744542,22.698991664261882,23.346642446342255,2099700
138,2010-07-22,23.963085174560547,24.025510793213645,22.933086279723074,22.933086279723074,2168700
139,2010-07-23,23.143766403198242,24.173765214609908,22.925281220534828,23.604144885315357,3239800
140,2010-07-26,23.908458709716797,24.048913342541805,23.096945203173203,23.1437629180121,2290500
141,2010-07-27,23.939680099487305,24.087937986020105,23.697786749687676,24.04111876607784,1520200
142,2010-07-28,23.565128326416016,23.97868756255688,23.494901005503717,23.9474762467672,1180800
143,2010-07-29,23.502708435058594,24.15035935353316,23.284223231988026,23.72899535224893,1422200
144,2010-07-30,23.947481155395508,24.087935826009765,22.987708068967653,23.073541809522748,1991600
145,2010-08-02,24.35323715209961,24.384449962439714,24.07232930058223,24.189374362740196,2481100
146,2010-08-03,23.8148250579834,24.32982442458455,23.760204138542132,24.32982442458455,1391300
